lyrics_string,genre_class
"I spoke a vow today and asked if God would come and play\nI've dug a shallow hole for him to sleep\nBut I swear he just won't answer me\nI call on out is he afraid, I'll bury him down with the ones he keeps\nAnd if the devil is listening, I'll come for him as well\nIf I suspect he had a hand to play\nAnd if I see his face in town, there's room for two down underground\nNothing's gonna stop me till I'm done\nUntil I'm done, until I'm done, until I'm done, until I'm done\n'Cause tonight I'm killing gods, killing gods\n\nIt's guilt and frustration, it's everything between\nThe silence and the absence hitting home\nPeripheral glances and the chasing of a sound\nI never knew I'd miss until it's gone\nSo ask me how I'm coping\nAnd I'll smile and tell you: I'm just fine\n...\n\n\n",C21
"Yeah, I'd rather be a lover than a fighter\n'Cause all my life, I've been fighting\nNever felt a feeling of comfort\nAll this time, I've been hiding\n\nAnd I never had someone to call my own, oh nah\nI'm so used to sharing\nLove only left me alone\nBut I'm at one with the silence\n\nI've found peace in your violence\nCan't show me there's no point in trying\nI'm at one, and I've been quiet for too long, oh\n\nI've found peace in your violence\nCan't show me there's no point in trying\n...\n\n\n",C17
"I like that you're broken\nbroken like me\nMaybe that makes me a fool\n\nI like that you're lonely\nlonely like me\nI could be lonely with you\n\nI met you late night, at a party\nSome trust fund baby's Brooklyn loft\nBy the bathroom, you said let's talk,\nBut my confidence is wearing off\n\nThese aren't my people\nThese aren't my friends\nShe grabbed my face and that's when she said\n\nI like that you're broken\nbroken like me\nMaybe that makes me a fool\n\n...\n\n\n",C20
"I think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n\nDo you wanna meet me at the bar? (ya)\nDo you wanna meet me at the lounge? (ya)\nDo you wanna meet me in the club? (ya)\nDo you wanna meet me downtown? (okay)\nDo you wanna meet me in the east? (ya)\nDo you wanna meet me in the west? (ya)\nDo you wanna meet me on the block? (ya)\nDo you wanna meet me at the spot? (okay)\n\nI think that I'll keep loving you, way past sixty-five\nWe made a language for us two, we don't need to describe\nEvery time you call on me, I drop what I do\nYou are my best friend and we've got some shit to shoot\n...\n\n\n",C17
"Sittin' with you in a dark room\nWarm by a fireplace\nYou know there's just something about you\nYou brighten my day uum uum\n\nI got something to run past you\nI just hope I say it right\nSo I take your hand and ask you\nHave you made plans for the rest of your life?\nThere's one thing I should be givin up, givin' up now\n\nAnd that's worryin' about life\nOh, I'll be fine\nIf one gray hair shows, i'll be fine\nIf my waistline goes, i'll be fine\n...\n\n\n",C6
"I'm so gone\nAnyone could see that I'm wasted\nYou cut through\nAnd I just wanna know what's in your head\n\nWrite it on a piece of paper, honey\nPut it in my coat before I go\nHidden in a place you know I'll find it\nLater when I'm sitting all alone\n\nLet me in\nEverything starts at your skin, so new\nYour love's always finding me out\nWho am I kidding?\nIf all my defences come down, oh baby\n\n...\n\n\n",C20
"I wanna follow where she goes\nI think about her and she knows it\nI wanna let her take control\nCause everytime that she gets close, yeah\n\nShe pulls me in enough to keep me guessing (Hmm)\nAnd maybe I should stop and start confessing\nConfessing, yeah\n\nOh, I've been shaking\nI love it when you go crazy\nYou take all my inhibitions\nBaby, there's nothing holdin' me back\n\nYou take me places that tear up my reputation\nManipulate my decisions\nBaby, there's nothing holdin' me back\n\nThere's nothing holdin' me back\nThere's nothing holdin' me back\n\nShe says that she's never afraid\nJust picture everybody naked\nShe really doesn't like to wait\n...\n\n\n",C14
"(Twerk)\nGirl I wanna see you, Twerk\nI'll throw a lil money if you Twerk\nIon really think you could, Twerk\n(Twerk)\nIf you broke, Go to, Work\nMake that big booty, Twerk\nMake that big booty, Twerk\nCan I touch that Booty?\nThat booty, that big ol' booty\nShake that booty, Can I lay on the booty?\nMike Tyson on the booty\nCopyright that booty\n\nBounce that booty on the floor (Shit)\nShake till you get a lil sore (Shit)\nShow em, yo mamma made a hoe (Shit)\nGo ahead and get a little low (Shit)\nShake that booty in the car (Shit)\nShake that booty in the store (Shit)\n(Shit)\nPop it, Stop it, Drop it, Pop it\nIf I hit Alexis Skyy\nI'm a motherfuckin rocket\n(Shit)\n...\n\n\n",C18
"That's my word! Get up in they face!\nTalk your shit! Let your nuts drag nigga!\nNigga, these niggas just runnin' out they fuckin' mouth, man\nFollow protocol Blood, get in they fuckin' chest nigga1\n(Scum Gang!)\nWe the fuckin' MOB, nigga\nThese niggas bleed different\nWe don't bleed nigga\nWe make niggas bleed, Blood!\nTR3YWAY!\n\nThese niggas say they heard of me, I ain't heard of you\nGet the fuck up out my fucking face, 'fore I murder you\nBitch niggas always jacking blood, but I know they fu\nWhole squad full of fucking killers, I'm a killer too\nSend shots, shots, shots, shots, shots nigga\n...\n\n\n",C18
"Makeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\nMakeba, makeba ma que bella\nMakeba, makes my body dance for you\n\nI wanna hear your breath just next to my soul\nI wanna feel your breasts without any rests\nI wanna see you sing, I wanna see you fight\n...\n\n\n",C14
"Ooh, don't we look good together?\nThere's a reason why they watch all night long\nYeah, know we'll turn heads forever\nSo tonight I'm gonna show you off\n\nWhen I'm walkin' with you\nI watch the whole room change\nBaby, that's what you do\nNo my baby don't play\nBlame it on my confidence\nOh, blame it on your measurements\nShut that shit down on sight\nThat's right\n\nWe out here drippin' in finesse\nIt don't make no sense\nOut here drippin' in finesse\nYou know it, you know it\nWe out here drippin' in finesse\nIt don't make no sense\nOut here drippin' in finesse\nYou know it, you know it\n\nNow slow it down for me baby\n'Cause I love the way it feels when we grind\nYeah, our connection's so magnetic on the floor\n...\n\n\n",C14
"Tryna hide from the cameras, I ain't going outside today\nCouldn't find Hi-Tec, so I'm drinking on Act today\nI'ma pull up in style, we gon do a drive by in the wraith\nI'ma take it to trial, pray to Lord I beat the case\n\nThat money be callin' I don't do no\ntalkin' so get the fuck outta my face\nGotta tech and a chopper,\nwith a hundred thousand dollars up in the wraith\nYou know I ain't slippin' you know that I'm\n...\n\n\n",C18
"(Do you believe?) Walk on water\n\nCan you even see what you're fighting for?\nBloodlust and a holy war\nListen up, hear the patriots shout:\nTimes are changing\nIn the end, the choice was clear\nTake a shot in the face of fear\nFist up in the fiery light\nTimes are changing\n\nDo you believe that you can walk on water?\nDo you believe that you can win this fight tonight?\n(Do you believe?)\n\nLook at the sky, see a dying star\n...\n\n\n",C20
"You're broken down and tired\nOf living life on a merry go round\nAnd you can't find the fighter\nBut I see it in you so we gonna walk it out\nAnd move mountains\nWe gonna walk it out\nAnd move mountains\n\nAnd I'll rise up\nI'll rise like the day\nI'll rise up\nI'll rise unafraid\nI'll rise up\nAnd I'll do it a thousand times again\nAnd I'll rise up\nHigh like the waves\nI'll rise up\nIn spite of the ache\nI'll rise up\nAnd I'll do it a thousands times again\nFor you\nFor you\nFor you\nFor you\n...\n\n\n",C15
"When I was six years old, I broke my leg\nI was running from my brother and his friends\nAnd tasted the sweet perfume of the mountain grass I rolled down\nI was younger then, take me back to when I\n\nFound my heart and broke it here\nMade friends and lost them through the years\nAnd I've not seen the roaring fields in so long\nI know I've grown, but I can't wait to go home\n\nI'm on my way\nDriving at 90 down those country lanes\nSinging to Tiny Dancer\nAnd I miss the way you make me feel, and it's real\nWhen we watched the sunset over the castle on the hill\n\nFifteen years old and smoking hand-rolled cigarettes\n...\n\n\n",C14
"I met you in the dark\nYou lit me up\nYou made me feel as though\nI was enough\nWe danced the night away\nWe drank too much\nI held your hair back when\nYou were throwing up\n\nThen you smiled over your shoulder\nFor a minute, I was stone cold sober\nI pulled you closer to my chest\nAnd you asked me to stay over\nI said, I already told ya\nI think that you should get some rest\n\nI knew I loved you then\nBut you'd never know\nCause I played it cool\nWhen I was scared of letting go\nI know I needed you\nBut I never showed\nBut I wanna stay with you\n...\n\n\n",C14
"I can see you over there\nStarring at your drink\nWatchin' that ice sink\nAll alone tonight\n\nAnd chances are\nYou're sittin' here in this bar\n‘Cause he ain't gonna treat you right\nWell, it's probably not my place\nBut I'm gonna say it anyway\n‘Cause you look like\nYou haven't felt the fire\nHad a little fun\nHadn't had a smile in a little while\nBaby\n\nBlue looks good on the sky\nLooks good on that neon buzzin' on the wall\nBut darling, it don't match your eyes\nI'm tellin' you\n...\n\n\n",C6
"Say your prayers, little one\nDon't forget, my son\nTo include everyone\n\nI tuck you in, warm within\nKeep you free from sin\nTill the sandman he comes\n\nSleep with one eye open\nGripping your pillow tight\n\nExit: light\nEnter: night\nTake my hand\nWe're off to never never land\n\nSomething's wrong, shut the light\nHeavy thoughts tonight\nAnd they aren't of Snow White\nDreams of war, dreams of liars\nDreams of dragon's fire\n...\n\n\n",C21
"You will stay true\nEven when the lies come\nYour word remains truth\nEven when my thoughts don't line up\nI will stand tall\nOn each promise You made\nLet the rest fade away\n\nThere's a peace far beyond all understanding\nMay it ever set my heart at ease\nDare anxiety come, I'll remember\nThat peace is a promise You keep\nPeace is a promise You keep\n\n...\n\n\n",C22
"I know you moved onto someone new\nHope life is beautiful\nYou were the life of me to find my truth\nI just wanna say, thank you\n\nLeaving to find my soul\nTold her I had to go\nAnd I know it ain't pretty\nWhen our hearts get broke\nToo young to feel this old\nWatching us both turn cold\nOh, I know it ain't pretty\nWhen two hearts get broke\nYeah, I know it ain't pretty\nWhen two hearts get broke\n\nI hope someday\nWe'll sit down together\nAnd laugh with each other\nAbout these days, these days\nAll our troubles\nWe'll lay to rest and\n\nWe'll wish we could come back to these days\nThese days\n\nThese days, these days\nThese days, these days\n\nThree years of ups and downs\nNothing to show for it now\n...\n\n\n",C17
"Run fast from my day job\nRunnin' fast from the way it was\nJump quick to a pay check\nRunnin' back to the strip club\nI'm never going back, never going back\nNo you can't make me\nNever going back, never going back (nah)\nThey never take me (yeah)\nI've paid enough of petty dues\nI've had enough of shitty news\nI've had a thing for dirty shoes since I was 10\nLove dirty men alike\n\nOoh\nBetter day than yesterday (keep cuttin' up)\nOoh oh\nI just take it day by day\nOoh oh oh\nNever hearing what they say\nOoh ooh\nI just do it my way\n\nAll I got is these broken clocks\nI ain't got no time\nJust burning daylight\nStill love and it's still love, and it's still love\nIt's still love, still love (still lovin'), still love\nIt's still love but it's still love\n...\n\n\n",C15
"Hadn't had a good time\nSince you know when\nGot talked into goin' out\nWith hopes you were stayin' in\n\nI was feelin' like myself for the first time\nIn a long time\n'Til I bumped into some of your friends\nOver there talkin' to mine\n\nThen you rolled in with your hair in the wind\nBaby without warnin'\nI was doin' alright but just your sight\nHad my heart stormin'\n\nThe moon went hidin'\nStars quit shinin'\nRain was droppin'\nThunder 'n lightnin'\nYou wrecked my whole world when you came\nAnd hit me like a hurricane\nYou hit me like a hurricane\n...\n\n\n",C6
"Pop the trunk I open up I sold my soul for a good price\nOutta' sight, and my hoe got talent right\nWhole squad ran through that shit yikes\nWhat can I say I'm a business man I did my business man\nBut 'Imma bend it down and I'mma lick her up, then dick her down\nShe gon' turn around then I'm gon' kick her out\nShe gon' talk that shit but say\nHow you make it up, how you fake a love?\nHoly son, I was the chosen one of she gon' kiss and tell\nShe keep my wishes well (but) I don't need her, well\nHow my enemy a friend of me?\nWhy yall feed off my energy, like I ain't dead yet\nHigher entity foreign bitch that thinks she into me with the foreign very viciously\nWhy these dudes wanna take pics with me?\nShe said she gay but still into me, said she gay but still into me\nSaid that she hates that I'm in the streets\nAnd said that I hate that I'm in the streets\nI wanna blow up and make history\nAnd she said that she hates my Insta feed\n\n...\n\n\n",C18
